name,breed,image,weratedogs_rating,text,retweet_count,favorite_count,link_to_tweet,timestamp,tweet_id,rating
Oliver,Shetland Sheepdog,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,12,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom ,2585,7945,"https://twitter.com/dog_rates/status/745057283344719872/photo/1,https://twitter.com/dog_rates/status/745057283344719872/photo/1",2016-06-21 00:54:33,745057283344719872,12
Abby,Old English Sheepdog,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,9,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo ,716,3277,"https://twitter.com/dog_rates/status/744995568523612160/photo/1,https://twitter.com/dog_rates/status/744995568523612160/photo/1",2016-06-20 20:49:19,744995568523612160,9
Harvey,Shetland Sheepdog,https://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg,10,This is Harvey. He's stealthy af. 10/10 would do my best to pet ,1771,6150,https://twitter.com/dog_rates/status/744709971296780288/photo/1,2016-06-20 01:54:27,744709971296780288,10
Blanket,Samoyed,https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,11,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy ,2412,7443,https://twitter.com/dog_rates/status/744334592493166593/photo/1,2016-06-19 01:02:50,744334592493166593,11
Geno,Bull Mastiff,https://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg,11,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face ,1231,4551,https://twitter.com/dog_rates/status/743980027717509120/photo/1,2016-06-18 01:33:55,743980027717509120,11
Harold,Not A Dog,https://pbs.twimg.com/media/ClHICHmXEAI_1PS.jpg,7,This is Harold. He looks slippery af. Probably difficult to hug. Would still try tho. 7/10 great with kids I bet ,7445,20275,https://twitter.com/dog_rates/status/743595368194129920/photo/1,2016-06-17 00:05:25,743595368194129920,7
Beya,Not A Dog,https://pbs.twimg.com/ext_tw_video_thumb/743509040018268160/pu/img/Ol2OgO5f8ciUp80r.jpg,13,"This is Beya. She doesn't want to swim, so she's not going to. 13/10 nonconforming af (vid by @HappyTailsResor) ",4185,8671,https://twitter.com/dog_rates/status/743510151680958465/video/1,2016-06-16 18:26:48,743510151680958465,13
Kilo,Malamute,https://pbs.twimg.com/media/ClCQzFUUYAA5vAu.jpg,10,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo ",1366,4624,https://twitter.com/dog_rates/status/743253157753532416/photo/1,2016-06-16 01:25:36,743253157753532416,10
anonymous,Kuvasz,https://pbs.twimg.com/media/ClB09z0WYAAA1jz.jpg,12,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately ,2164,6792,https://twitter.com/dog_rates/status/743222593470234624/photo/1,2016-06-15 23:24:09,743222593470234624,12
Maxaroni,Not A Dog,https://pbs.twimg.com/media/Ck39W0JWUAApgnH.jpg,10,This is Maxaroni. He's pumped as hell for the summer. Been working on his beach bod for so long. 10/10 ,2245,4878,"https://twitter.com/dog_rates/status/742528092657332225/photo/1,https://twitter.com/dog_rates/status/742528092657332225/photo/1",2016-06-14 01:24:27,742528092657332225,10
Bell,Pug,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,12,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand ,4319,10812,https://twitter.com/dog_rates/status/742423170473463808/photo/1,2016-06-13 18:27:32,742423170473463808,12
Phil,Cardigan,https://pbs.twimg.com/media/Ck18CFcXIAAUWoy.jpg,11,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil ,2266,7457,https://twitter.com/dog_rates/status/742385895052087300/photo/1,2016-06-13 15:59:24,742385895052087300,11
Doug,Not A Dog,https://pbs.twimg.com/media/CkyvqnNWYAQxQY1.jpg,12,This is Doug. He's trying to float away. 12/10 you got this Doug ,1547,4743,https://twitter.com/dog_rates/status/742161199639494656/photo/1,2016-06-13 01:06:33,742161199639494656,12
Edmund,French Bulldog,https://pbs.twimg.com/media/CkylrVWWsAAiXJE.jpg,8,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper ,1783,5661,https://twitter.com/dog_rates/status/742150209887731712/photo/1,2016-06-13 00:22:53,742150209887731712,8
Tucker,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CkoeKTPWYAAcWmo.jpg,9,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup ,937,4026,https://twitter.com/dog_rates/status/741438259667034112/photo/1,2016-06-11 01:13:51,741438259667034112,9
Theodore,Chihuahua,https://pbs.twimg.com/media/Ckmj7mNWYAA4NzZ.jpg,12,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af ,3650,9631,https://twitter.com/dog_rates/status/741303864243200000/photo/1,2016-06-10 16:19:48,741303864243200000,12
anonymous,Golden Retriever,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,12,This is just downright precious af. 12/10 for both pupper and doggo ,3520,10342,https://twitter.com/dog_rates/status/741067306818797568/photo/1,2016-06-10 00:39:48,741067306818797568,12
Leo,Malamute,https://pbs.twimg.com/media/CkiLHCjUUAAPwUr.jpg,10,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10 ,3154,7018,https://twitter.com/dog_rates/status/740995100998766593/photo/1,2016-06-09 19:52:53,740995100998766593,10
Chip,Not A Dog,https://pbs.twimg.com/media/Ckd-bqVUkAIiyM7.jpg,8,This is Chip. He only mowed half the yard. 8/10 quit the shit Chip we have other things to do ,888,3101,https://twitter.com/dog_rates/status/740699697422163968/photo/1,2016-06-09 00:19:04,740699697422163968,8
Chase,Golden Retriever,https://pbs.twimg.com/media/CkZImGVUoAAwv0b.jpg,9,This is Chase. He's in a predicament. 9/10 help is on the way buddy ,967,3610,https://twitter.com/dog_rates/status/740359016048689152/photo/1,2016-06-08 01:45:19,740359016048689152,9
anonymous,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CkXEu2OUoAAs8yU.jpg,10,This is getting incredibly frustrating. This is a Mexican Golden Beaver. We only rate dogs. Only send dogs ...10/10 ,2220,7335,https://twitter.com/dog_rates/status/740214038584557568/photo/1,2016-06-07 16:09:13,740214038584557568,10
Nollie,Irish Water Spaniel,https://pbs.twimg.com/media/CkTvJTdXAAAEfbT.jpg,12,This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10 ,6719,21898,https://twitter.com/dog_rates/status/739979191639244800/photo/1,2016-06-07 00:36:02,739979191639244800,12
Simba,Toy Poodle,https://pbs.twimg.com/media/CkR0jrhWYAALL5N.jpg,12,This is Simba. He's the grand prize. The trophy is just for participation. 12/10 would pet so damn well ,966,4138,https://twitter.com/dog_rates/status/739844404073074688/photo/1,2016-06-06 15:40:26,739844404073074688,12
Kyle,Walker Hound,https://pbs.twimg.com/media/CkMuP7SWkAAD-2R.jpg,6,This is Kyle. He's a heavy drinker and an avid pot user. Just wants to be pupular. 6/10 I can't support this Kyle ,3309,7887,"https://twitter.com/dog_rates/status/739485634323156992/photo/1,https://twitter.com/dog_rates/status/739485634323156992/photo/1",2016-06-05 15:54:48,739485634323156992,6
Charles,American Staffordshire Terrier,https://pbs.twimg.com/media/CkEMBz9WYAAGLaa.jpg,11,This is Charles. He's a Nova Scotian Towel Pouncer. Deadly af. Nifty tongue slip. 11/10 would pet with caution ,1283,4127,https://twitter.com/dog_rates/status/738885046782832640/photo/1,2016-06-04 00:08:17,738885046782832640,11
Bayley,Chow,https://pbs.twimg.com/media/Cj_P7rSUgAAYQbz.jpg,11,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo ,1759,5575,"https://twitter.com/dog_rates/status/738537504001953792/photo/1,https://twitter.com/dog_rates/status/738537504001953792/photo/1",2016-06-03 01:07:16,738537504001953792,11
Axel,Keeshond,https://pbs.twimg.com/media/Cj5-aUQUgAAb43p.jpg,12,This is Axel. He's a professional leaf catcher. 12/10 gifted af ,3828,9635,"https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1",2016-06-02 00:32:39,738166403467907072,12
Storkson,Pug,https://pbs.twimg.com/media/Cj51Oj3VAAEVe4O.jpg,10,This is Storkson. He's wet and sad. 10/10 cheer up pup ,748,2768,https://twitter.com/dog_rates/status/738156290900254721/photo/1,2016-06-01 23:52:28,738156290900254721,10
Remy,Vizsla,https://pbs.twimg.com/media/Cj1I1fbWYAAOwff.jpg,10,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy ,2006,5757,"https://twitter.com/dog_rates/status/737826014890496000/photo/1,https://twitter.com/dog_rates/status/737826014890496000/photo/1",2016-06-01 02:00:04,737826014890496000,10
Bella,Malamute,https://pbs.twimg.com/media/Cj0xdMBVAAEbDHp.jpg,10,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af ,3904,10943,https://twitter.com/dog_rates/status/737800304142471168/photo/1,2016-06-01 00:17:54,737800304142471168,10
Chadrick,Schipperke,https://pbs.twimg.com/media/CjlpmZaUgAED54W.jpg,13,This is Chadrick. He's gnarly af 13/10 ,1972,4736,https://twitter.com/dog_rates/status/736736130620620800/photo/1,2016-05-29 01:49:16,736736130620620800,13
Rory,Toy Poodle,https://pbs.twimg.com/media/CjgYyuvWkAAHU8g.jpg,11,This is Rory. He's extremely impatient. 11/10 settle down pupper ,1408,4367,"https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1",2016-05-28 01:18:00,736365877722001409,11
Maxaroni,Cocker Spaniel,https://pbs.twimg.com/media/CjbExRKUoAAs089.jpg,11,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well ,1283,3934,"https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1",2016-05-27 00:32:10,735991953473572864,11
Dakota,Pug,https://pbs.twimg.com/media/CjWANBlVAAAaN-a.jpg,11,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly ,2659,6776,"https://twitter.com/dog_rates/status/735635087207878657/photo/1,https://twitter.com/dog_rates/status/735635087207878657/photo/1",2016-05-26 00:54:06,735635087207878657,11
Kellogg,Staffordshire Bullterrier,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,8,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo ,993,3675,https://twitter.com/dog_rates/status/735256018284875776/photo/1,2016-05-24 23:47:49,735256018284875776,8
Jax,Maltese Dog,https://pbs.twimg.com/media/CjLuzPvUoAAbU5k.jpg,10,This is Jax. He's a literal fluffball. Sneaky tongue slip. 10/10 would pet nonstop ,572,2993,https://twitter.com/dog_rates/status/734912297295085568/photo/1,2016-05-24 01:02:00,734912297295085568,10
Livvie,Siberian Husky,https://pbs.twimg.com/media/CjJzMlBUoAADMLx.jpg,11,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into ,608,2742,https://twitter.com/dog_rates/status/734776360183431168/photo/1,2016-05-23 16:01:50,734776360183431168,11
Terry,Beagle,https://pbs.twimg.com/media/Ci8UxxcW0AYgHDh.jpg,10,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af ,881,3926,"https://twitter.com/dog_rates/status/733828123016450049/photo/1,https://twitter.com/dog_rates/status/733828123016450049/photo/1",2016-05-21 01:13:53,733828123016450049,10
Moose,Lhasa,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,10,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently ,1141,4015,https://twitter.com/dog_rates/status/733822306246479872/photo/1,2016-05-21 00:50:46,733822306246479872,10
Hermione,Chow,https://pbs.twimg.com/media/Ci3GDeyUoAAKOxn.jpg,11,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic ,1451,4605,https://twitter.com/dog_rates/status/733460102733135873/photo/1,2016-05-20 00:51:30,733460102733135873,11
Ralpher,Staffordshire Bullterrier,https://pbs.twimg.com/media/CiswCQhWYAI5-QW.jpg,12,This is Ralpher. He's an East Guinean Flop Dog. Cuddly af. 12/10 ,599,2671,https://twitter.com/dog_rates/status/732732193018155009/photo/1,2016-05-18 00:39:02,732732193018155009,12
Aldrick,Pomeranian,https://pbs.twimg.com/media/CisqdVcXEAE3iW7.jpg,11,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug ,1003,3855,https://twitter.com/dog_rates/status/732726085725589504/photo/1,2016-05-18 00:14:46,732726085725589504,11
Kyle,Basset,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,11,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly ,2838,8832,https://twitter.com/dog_rates/status/732375214819057664/photo/1,2016-05-17 01:00:32,732375214819057664,11
Larry,English Setter,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,11,This is Larry. He has no self control. Tongue still nifty af tho 11/10 ,6154,16324,"https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1",2016-05-16 00:31:53,732005617171337216,11
Solomon,Pembroke,https://pbs.twimg.com/media/CiYME3tVAAENz99.jpg,12,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately ,1090,3798,https://twitter.com/dog_rates/status/731285275100512256/photo/1,2016-05-14 00:49:30,731285275100512256,12
Rooney,American Staffordshire Terrier,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,10,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper ,2435,5407,"https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1",2016-05-12 01:40:42,730573383004487680,10
Crystal,Eskimo Dog,https://pbs.twimg.com/media/CiL_qh0W0AAu5VA.jpg,11,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? ,1176,3809,https://twitter.com/dog_rates/status/730427201120833536/photo/1,2016-05-11 15:59:50,730427201120833536,11
Ziva,Pug,https://pbs.twimg.com/media/CiI7zVZUoAEzGW7.jpg,11,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her ,1182,4180,https://twitter.com/dog_rates/status/730211855403241472/photo/1,2016-05-11 01:44:07,730211855403241472,11
Charles,Not A Dog,https://pbs.twimg.com/media/CiIuBwCUgAAAGbz.jpg,6,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet ,2172,5339,https://twitter.com/dog_rates/status/730196704625098752/photo/1,2016-05-11 00:43:55,730196704625098752,6
Stefan,Kelpie,https://pbs.twimg.com/media/CiDap8fWEAAC4iW.jpg,13,This is Stefan. He's a downright remarkable pup. 13/10 ,1390,4358,https://twitter.com/dog_rates/status/729823566028484608/photo/1,2016-05-10 00:01:12,729823566028484608,13
Puff,Maltese Dog,https://pbs.twimg.com/media/Ch3hOGWUYAE7w0y.jpg,11,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10 ",917,3460,"https://twitter.com/dog_rates/status/728986383096946689/photo/1,https://twitter.com/dog_rates/status/728986383096946689/photo/1",2016-05-07 16:34:32,728986383096946689,11
Flurpson,Saint Bernard,https://pbs.twimg.com/media/Ch0LVPdW0AEdHgU.jpg,10,This is Flurpson. He can't believe it's not butter. 10/10 ,757,3032,https://twitter.com/dog_rates/status/728751179681943552/photo/1,2016-05-07 00:59:55,728751179681943552,10
Coleman,Not A Dog,https://pbs.twimg.com/media/Chyy5lQWUAEzxSL.jpg,8,This is Coleman. Somebody needs to tell him that he's sitting in chairs wrong. 8/10 ,1169,3620,"https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1",2016-05-06 18:33:34,728653952833728512,8
Wallace,Saint Bernard,https://pbs.twimg.com/media/ChvU_DwWMAArx5L.jpg,10,This is Wallace. He's a skater pup. He said see ya later pup. Can easily do a kick flip. Gnarly af. 10/10 v petable ,2269,5383,https://twitter.com/dog_rates/status/728409960103686147/photo/1,2016-05-06 02:24:02,728409960103686147,10
Enchilada,Collie,https://pbs.twimg.com/media/ChvAQuMWMAAVaKD.jpg,12,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 ",1075,3999,https://twitter.com/dog_rates/status/728387165835677696/photo/1,2016-05-06 00:53:27,728387165835677696,12
Raymond,Newfoundland,https://pbs.twimg.com/media/ChqK2cVWMAAE5Zj.jpg,11,This is Raymond. He controls fountains with his tongue. 11/10 pretty damn magical ,1328,4722,https://twitter.com/dog_rates/status/728046963732717569/photo/1,2016-05-05 02:21:37,728046963732717569,11
anonymous,Pomeranian,https://pbs.twimg.com/media/ChqARqmWsAEI6fB.jpg,12,This is all I want in my life. 12/10 for super sleepy pupper ,1872,4953,"https://twitter.com/dog_rates/status/728035342121635841/photo/1,https://twitter.com/dog_rates/status/728035342121635841/photo/1",2016-05-05 01:35:26,728035342121635841,12
Rueben,Cocker Spaniel,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,11,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af ,1219,4479,https://twitter.com/dog_rates/status/728015554473250816/photo/1,2016-05-05 00:16:48,728015554473250816,11
Cilantro,Border Collie,https://pbs.twimg.com/media/ChlCQg-VIAQ_8g4.jpg,12,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in ,720,3206,https://twitter.com/dog_rates/status/727685679342333952/photo/1,2016-05-04 02:26:00,727685679342333952,12
Karll,Flat Coated Retriever,https://pbs.twimg.com/media/ChdyJvdWwAA5HGd.jpg,10,This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already ,1540,4209,"https://twitter.com/dog_rates/status/727175381690781696/photo/1,https://twitter.com/dog_rates/status/727175381690781696/photo/1",2016-05-02 16:38:15,727175381690781696,10
Sprout,Toy Poodle,https://pbs.twimg.com/media/ChaXmuAXEAE66KP.jpg,12,This is Sprout. He's just precious af. 12/10 I'd do anything for Sprout ,2738,7496,"https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1",2016-05-02 00:43:25,726935089318363137,12
Blitz,Soft Coated Wheaten Terrier,https://pbs.twimg.com/media/ChZr8SdWIAAVQKt.jpg,10,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10 ,1677,4195,https://twitter.com/dog_rates/status/726887082820554753/photo/1,2016-05-01 21:32:40,726887082820554753,10
Bloop,Miniature Pinscher,https://pbs.twimg.com/media/ChY2aHyWMAAbNQE.jpg,12,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress ,1124,3882,https://twitter.com/dog_rates/status/726828223124897792/photo/1,2016-05-01 17:38:46,726828223124897792,12
Colby,Toy Poodle,https://pbs.twimg.com/media/ChK1tdBWwAQ1flD.jpg,12,This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 ,2970,7691,https://twitter.com/dog_rates/status/725842289046749185/photo/1,2016-04-29 00:21:01,725842289046749185,12
Lola,Boxer,https://pbs.twimg.com/media/ChJO9YaWYAEL0zC.jpg,12,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet ,2009,5646,https://twitter.com/dog_rates/status/725729321944506368/photo/1,2016-04-28 16:52:08,725729321944506368,12
Fred-Rick,Golden Retriever,https://pbs.twimg.com/media/Cg-o3w0WgAANXdv.jpg,12,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you ,1462,4040,https://twitter.com/dog_rates/status/724983749226668032/photo/1,2016-04-26 15:29:30,724983749226668032,12
Ashleigh,Golden Retriever,https://pbs.twimg.com/media/Cg2bKLAWwAA0WEm.jpg,10,This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper ,1847,5800,https://twitter.com/dog_rates/status/724405726123311104/photo/1,2016-04-25 01:12:38,724405726123311104,10
Kreggory,Border Collie,https://pbs.twimg.com/media/CgxXf1TWYAEjY61.jpg,10,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it ,1984,4738,https://twitter.com/dog_rates/status/724049859469295616/photo/1,2016-04-24 01:38:33,724049859469295616,10
Sarge,Boxer,https://pbs.twimg.com/media/CgxUTS_XEAAC0pv.jpg,10,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10 ",620,2901,https://twitter.com/dog_rates/status/724046343203856385/photo/1,2016-04-24 01:24:35,724046343203856385,10
Luther,Pug,https://pbs.twimg.com/media/CgwuWCeW4AAsgbD.jpg,11,This is Luther. He saw a ghost. Spooked af. 11/10 hang in there pupper ,1790,4561,"https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1",2016-04-23 22:38:43,724004602748780546,11
Sugar,Samoyed,https://pbs.twimg.com/media/Cgva-QqUUAA7Hv9.jpg,12,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of ,1374,4236,https://twitter.com/dog_rates/status/723912936180330496/photo/1,2016-04-23 16:34:28,723912936180330496,12
Reginald,Chow,https://pbs.twimg.com/media/CgsOszGW0AAruKp.jpg,12,This is Reginald. He starts screaming at random. 12/10 cuddly af ,3347,8435,"https://twitter.com/dog_rates/status/723688335806480385/photo/1,https://twitter.com/dog_rates/status/723688335806480385/photo/1",2016-04-23 01:41:59,723688335806480385,12
Ivar,Golden Retriever,https://pbs.twimg.com/media/CgsA5eFWgAAu0qn.jpg,10,This is Ivar. She is a badass Viking warrior. Will sack your village. 10/10 savage af ,1011,3291,https://twitter.com/dog_rates/status/723673163800948736/photo/1,2016-04-23 00:41:42,723673163800948736,10
Jangle,Norwegian Elkhound,https://pbs.twimg.com/media/CglAHjAUgAAfxcq.jpg,8,This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup ,2110,5761,https://twitter.com/dog_rates/status/723179728551723008/photo/1,2016-04-21 16:00:57,723179728551723008,8
Panda,Pomeranian,https://pbs.twimg.com/media/CgNLS1PW8AAxWSN.jpg,11,This is Panda. He's happy af. 11/10 ,2124,5086,"https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1",2016-04-17 00:58:53,721503162398597120,11
Oliver,Samoyed,https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg,11,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 ,686,2748,https://twitter.com/dog_rates/status/721001180231503872/photo/1,2016-04-15 15:44:11,721001180231503872,11
Archie,Chihuahua,https://pbs.twimg.com/media/CgC-gMCWcAAawUE.jpg,12,This is Archie. He hears everything you say. Doesn't matter where you are. 12/10 ,866,3400,https://twitter.com/dog_rates/status/720785406564900865/photo/1,2016-04-15 01:26:47,720785406564900865,12
Berkeley,Newfoundland,https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg,10,This is Berkeley. He's in a predicament. 10/10 someone help him ,760,2702,https://twitter.com/dog_rates/status/720775346191278080/photo/1,2016-04-15 00:46:48,720775346191278080,10
Ralphé,Pembroke,https://pbs.twimg.com/media/Cf9W1J-UMAErahM.jpg,11,This is Ralphé. He patrols the lake. Looking for babes. 11/10 ,2840,6974,https://twitter.com/dog_rates/status/720389942216527872/photo/1,2016-04-13 23:15:21,720389942216527872,11
Derek,Not A Dog,https://pbs.twimg.com/media/Cf8qDFbWwAEf8M3.jpg,10,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper ,1098,3131,https://twitter.com/dog_rates/status/720340705894408192/photo/1,2016-04-13 19:59:42,720340705894408192,10
Charleson,Mexican Hairless,https://pbs.twimg.com/media/Cf4qRcmWEAA9V4h.jpg,9,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort ,1268,4229,https://twitter.com/dog_rates/status/720059472081784833/photo/1,2016-04-13 01:22:10,720059472081784833,9
Neptune,Samoyed,https://pbs.twimg.com/media/Cf4bcm8XEAAX4xV.jpg,11,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly ,2253,5332,https://twitter.com/dog_rates/status/720043174954147842/photo/1,2016-04-13 00:17:25,720043174954147842,11
Clyde,Not A Dog,https://pbs.twimg.com/media/CfznaXuUsAAH-py.jpg,12,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper ,1645,4974,https://twitter.com/dog_rates/status/719704490224398336/photo/1,2016-04-12 01:51:36,719704490224398336,12
Harnold,Malamute,https://pbs.twimg.com/media/CfxcKU6W8AE-wEx.jpg,10,This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold ,2192,5515,https://twitter.com/dog_rates/status/719551379208073216/photo/1,2016-04-11 15:43:12,719551379208073216,10
Pippa,Dandie Dinmont,https://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg,11,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 ,1078,3711,https://twitter.com/dog_rates/status/719332531645071360/photo/1,2016-04-11 01:13:34,719332531645071360,11
Sadie,Golden Retriever,https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg,10,This is Sadie. She is prepared for battle. 10/10 ,1231,3818,https://twitter.com/dog_rates/status/718971898235854848/photo/1,2016-04-10 01:20:33,718971898235854848,10
Otis,Pembroke,https://pbs.twimg.com/media/CfovbK4WIAAkTn3.jpg,12,This is Otis. Everybody look at Otis. 12/10 would probably faint while petting ,1973,5720,https://twitter.com/dog_rates/status/718939241951195136/photo/1,2016-04-09 23:10:47,718939241951195136,12
Carper,Labrador Retriever,https://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg,11,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly ,542,2669,https://twitter.com/dog_rates/status/718613305783398402/photo/1,2016-04-09 01:35:37,718613305783398402,11
Alexanderson,Chihuahua,https://pbs.twimg.com/media/Cfe5tLWXEAIaoFO.jpg,3,This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target ,565,2115,https://twitter.com/dog_rates/status/718246886998687744/photo/1,2016-04-08 01:19:36,718246886998687744,3
Suki,Malamute,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,11,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood ,1127,4217,https://twitter.com/dog_rates/status/718234618122661888/photo/1,2016-04-08 00:30:51,718234618122661888,11
